Iso_1_1,Gene_1
Iso_2_932,Gene_1466
Iso_2_933,Gene_1467
Iso_2_934,Gene_1467
Iso_2_935,Gene_1468
Iso_2_936,Gene_1468
Iso_2_937,Gene_1469
Iso_2_938,Gene_1469
Iso_2_939,Gene_1470
Iso_2_940,Gene_1470
Iso_2_941,Gene_1471
Iso_2_942,Gene_1471
Iso_2_943,Gene_1472
Iso_2_944,Gene_1472
Iso_2_945,Gene_1473
Iso_2_946,Gene_1473
Iso_2_947,Gene_1474
Iso_2_948,Gene_1474
Iso_2_949,Gene_1475
Iso_2_950,Gene_1475
Iso_2_951,Gene_1476
Iso_2_952,Gene_1476
Iso_2_953,Gene_1477
Iso_2_954,Gene_1477
Iso_2_955,Gene_1478
Iso_2_956,Gene_1478
Iso_2_957,Gene_1479
Iso_2_958,Gene_1479
Iso_2_959,Gene_1480
Iso_2_960,Gene_1480
Iso_2_961,Gene_1481
Iso_2_962,Gene_1481
Iso_2_963,Gene_1482
Iso_2_964,Gene_1482
Iso_2_965,Gene_1483
Iso_2_966,Gene_1483
Iso_2_967,Gene_1484
Iso_2_968,Gene_1484
Iso_2_969,Gene_1485
Iso_2_970,Gene_1485
Iso_2_971,Gene_1486
Iso_2_972,Gene_1486
Iso_2_973,Gene_1487
Iso_2_974,Gene_1487
Iso_2_975,Gene_1488
Iso_2_976,Gene_1488
Iso_2_977,Gene_1489
Iso_2_978,Gene_1489
Iso_2_979,Gene_1490
Iso_2_980,Gene_1490
Iso_2_981,Gene_1491
Iso_2_982,Gene_1491
Iso_2_983,Gene_1492
Iso_2_984,Gene_1492
Iso_2_985,Gene_1493
Iso_2_986,Gene_1493
Iso_2_987,Gene_1494
Iso_2_988,Gene_1494
Iso_2_989,Gene_1495
Iso_2_990,Gene_1495
Iso_2_991,Gene_1496
Iso_2_992,Gene_1496
Iso_2_993,Gene_1497
Iso_2_994,Gene_1497
Iso_2_995,Gene_1498
Iso_2_996,Gene_1498
Iso_2_997,Gene_1499
Iso_2_998,Gene_1499
Iso_2_999,Gene_1500
Iso_2_1000,Gene_1500
Iso_2_1001,Gene_1501
Iso_2_1002,Gene_1501
Iso_2_1003,Gene_1502
Iso_2_1004,Gene_1502
Iso_2_1005,Gene_1503
Iso_2_1006,Gene_1503
Iso_2_1007,Gene_1504
Iso_2_1008,Gene_1504
Iso_2_1009,Gene_1505
Iso_2_1010,Gene_1505
Iso_2_1011,Gene_1506
Iso_2_1012,Gene_1506
Iso_2_1013,Gene_1507
Iso_2_1014,Gene_1507
Iso_2_1015,Gene_1508
Iso_2_1016,Gene_1508
Iso_2_1017,Gene_1509
Iso_2_1018,Gene_1509
Iso_2_1019,Gene_1510
Iso_2_1020,Gene_1510
Iso_2_1021,Gene_1511
Iso_2_1022,Gene_1511
Iso_2_1023,Gene_1512
Iso_2_1024,Gene_1512
Iso_2_1025,Gene_1513
Iso_2_1026,Gene_1513
Iso_2_1027,Gene_1514
Iso_2_1028,Gene_1514
Iso_2_1029,Gene_1515
Iso_2_1030,Gene_1515
Iso_2_1031,Gene_1516
Iso_2_1032,Gene_1516
Iso_2_1033,Gene_1517
Iso_2_1034,Gene_1517
Iso_2_1035,Gene_1518
Iso_2_1036,Gene_1518
Iso_2_1037,Gene_1519
Iso_2_1038,Gene_1519
Iso_2_1039,Gene_1520
Iso_2_1040,Gene_1520
Iso_2_1041,Gene_1521
Iso_2_1042,Gene_1521
Iso_2_1043,Gene_1522
Iso_2_1044,Gene_1522
Iso_2_1045,Gene_1523
Iso_2_1046,Gene_1523
Iso_2_1047,Gene_1524
Iso_2_1048,Gene_1524
Iso_2_1049,Gene_1525
Iso_2_1050,Gene_1525
Iso_2_1051,Gene_1526
Iso_2_1052,Gene_1526
Iso_2_1053,Gene_1527
Iso_2_1054,Gene_1527
Iso_2_1055,Gene_1528
Iso_2_1056,Gene_1528
Iso_2_1057,Gene_1529
Iso_2_1058,Gene_1529
Iso_2_1059,Gene_1530
Iso_2_1060,Gene_1530
Iso_2_1061,Gene_1531
Iso_2_1062,Gene_1531
Iso_2_1063,Gene_1532
Iso_2_1064,Gene_1532
Iso_2_1065,Gene_1533
Iso_2_1066,Gene_1533
Iso_2_1067,Gene_1534
Iso_2_1068,Gene_1534
Iso_2_1069,Gene_1535
Iso_2_1070,Gene_1535
Iso_2_1071,Gene_1536
Iso_2_1072,Gene_1536
Iso_2_1073,Gene_1537
Iso_2_1074,Gene_1537
Iso_2_1075,Gene_1538
Iso_2_1076,Gene_1538
Iso_2_1077,Gene_1539
Iso_2_1078,Gene_1539
Iso_2_1079,Gene_1540
Iso_2_1080,Gene_1540
Iso_2_1081,Gene_1541
Iso_2_1082,Gene_1541
Iso_2_1083,Gene_1542
Iso_2_1084,Gene_1542
Iso_2_1085,Gene_1543
Iso_2_1086,Gene_1543
Iso_2_1087,Gene_1544
Iso_2_1088,Gene_1544
Iso_2_1089,Gene_1545
Iso_2_1090,Gene_1545
Iso_2_1091,Gene_1546
Iso_2_1092,Gene_1546
Iso_2_1093,Gene_1547
Iso_2_1094,Gene_1547
Iso_2_1095,Gene_1548
Iso_2_1096,Gene_1548
Iso_2_1097,Gene_1549
Iso_2_1098,Gene_1549
Iso_2_1099,Gene_1550
Iso_2_1100,Gene_1550
Iso_2_1101,Gene_1551
Iso_2_1102,Gene_1551
Iso_2_1103,Gene_1552
Iso_2_1104,Gene_1552
Iso_2_1105,Gene_1553
Iso_2_1106,Gene_1553
Iso_2_1107,Gene_1554
Iso_2_1108,Gene_1554
Iso_2_1109,Gene_1555
Iso_2_1110,Gene_1555
Iso_2_1111,Gene_1556
Iso_2_1112,Gene_1556
Iso_2_1113,Gene_1557
Iso_2_1114,Gene_1557
Iso_2_1115,Gene_1558
Iso_2_1116,Gene_1558
Iso_2_1117,Gene_1559
Iso_2_1118,Gene_1559
Iso_2_1119,Gene_1560
Iso_2_1120,Gene_1560
Iso_2_1121,Gene_1561
Iso_2_1122,Gene_1561
Iso_2_1123,Gene_1562
Iso_2_1124,Gene_1562
Iso_2_1125,Gene_1563
Iso_2_1126,Gene_1563
Iso_2_1127,Gene_1564
Iso_2_1128,Gene_1564
Iso_2_1129,Gene_1565
Iso_2_1130,Gene_1565
Iso_2_1131,Gene_1566
Iso_2_1132,Gene_1566
Iso_2_1133,Gene_1567
Iso_2_1134,Gene_1567
Iso_2_1135,Gene_1568
Iso_2_1136,Gene_1568
Iso_2_1137,Gene_1569
Iso_2_1138,Gene_1569
Iso_2_1139,Gene_1570
Iso_2_1140,Gene_1570
Iso_2_1141,Gene_1571
Iso_2_1142,Gene_1571
Iso_2_1143,Gene_1572
Iso_2_1144,Gene_1572
Iso_2_1145,Gene_1573
Iso_2_1146,Gene_1573
Iso_2_1147,Gene_1574
Iso_2_1148,Gene_1574
Iso_2_1149,Gene_1575
Iso_2_1150,Gene_1575
Iso_2_1151,Gene_1576
Iso_2_1152,Gene_1576
Iso_2_1153,Gene_1577
Iso_2_1154,Gene_1577
Iso_2_1155,Gene_1578
Iso_2_1156,Gene_1578
Iso_2_1157,Gene_1579
Iso_2_1158,Gene_1579
Iso_2_1159,Gene_1580
Iso_2_1160,Gene_1580
Iso_2_1161,Gene_1581
Iso_2_1162,Gene_1581
Iso_2_1163,Gene_1582
Iso_2_1164,Gene_1582
Iso_2_1165,Gene_1583
Iso_2_1166,Gene_1583
Iso_2_1167,Gene_1584
Iso_2_1168,Gene_1584
Iso_2_1169,Gene_1585
Iso_2_1170,Gene_1585
Iso_2_1171,Gene_1586
Iso_2_1172,Gene_1586
Iso_2_1173,Gene_1587
Iso_2_1174,Gene_1587
Iso_2_1175,Gene_1588
Iso_2_1176,Gene_1588
Iso_2_1177,Gene_1589
Iso_2_1178,Gene_1589
Iso_2_1179,Gene_1590
Iso_2_1180,Gene_1590
Iso_2_1181,Gene_1591
Iso_2_1182,Gene_1591
Iso_2_1183,Gene_1592
Iso_2_1184,Gene_1592
Iso_2_1185,Gene_1593
Iso_2_1186,Gene_1593
Iso_2_1187,Gene_1594
Iso_2_1188,Gene_1594
Iso_2_1189,Gene_1595
Iso_2_1190,Gene_1595
Iso_2_1191,Gene_1596
Iso_2_1192,Gene_1596
Iso_2_1193,Gene_1597
Iso_2_1194,Gene_1597
Iso_2_1195,Gene_1598
Iso_2_1196,Gene_1598
Iso_2_1197,Gene_1599
Iso_2_1198,Gene_1599
Iso_2_1199,Gene_1600
Iso_2_1200,Gene_1600
Iso_2_1201,Gene_1601
Iso_2_1202,Gene_1601
Iso_2_1203,Gene_1602
Iso_2_1204,Gene_1602
Iso_2_1205,Gene_1603
Iso_2_1206,Gene_1603
Iso_2_1207,Gene_1604
Iso_2_1208,Gene_1604
Iso_2_1209,Gene_1605
Iso_2_1210,Gene_1605
Iso_2_1211,Gene_1606
Iso_2_1212,Gene_1606
Iso_2_1213,Gene_1607
Iso_2_1214,Gene_1607
Iso_2_1215,Gene_1608
Iso_2_1216,Gene_1608
Iso_2_1217,Gene_1609
Iso_2_1218,Gene_1609
Iso_2_1219,Gene_1610
Iso_2_1220,Gene_1610
Iso_2_1221,Gene_1611
Iso_2_1222,Gene_1611
Iso_2_1223,Gene_1612
Iso_2_1224,Gene_1612
Iso_2_1225,Gene_1613
Iso_2_1226,Gene_1613
Iso_2_1227,Gene_1614
Iso_2_1228,Gene_1614
Iso_2_1229,Gene_1615
Iso_2_1230,Gene_1615
Iso_2_1231,Gene_1616
Iso_2_1232,Gene_1616
Iso_2_1233,Gene_1617
Iso_2_1234,Gene_1617
Iso_2_1235,Gene_1618
Iso_2_1236,Gene_1618
Iso_2_1237,Gene_1619
Iso_2_1238,Gene_1619
Iso_2_1239,Gene_1620
Iso_2_1240,Gene_1620
Iso_2_1241,Gene_1621
Iso_2_1242,Gene_1621
Iso_2_1243,Gene_1622
Iso_2_1244,Gene_1622
Iso_2_1245,Gene_1623
Iso_2_1246,Gene_1623
Iso_2_1247,Gene_1624
Iso_2_1248,Gene_1624
Iso_2_1249,Gene_1625
Iso_2_1250,Gene_1625
Iso_2_1251,Gene_1626
Iso_2_1252,Gene_1626
Iso_2_1253,Gene_1627
Iso_2_1254,Gene_1627
Iso_2_1255,Gene_1628
Iso_2_1256,Gene_1628
Iso_2_1257,Gene_1629
Iso_2_1258,Gene_1629
Iso_2_1259,Gene_1630
Iso_2_1260,Gene_1630
Iso_2_1261,Gene_1631
Iso_2_1262,Gene_1631
Iso_2_1263,Gene_1632
Iso_2_1264,Gene_1632
Iso_2_1265,Gene_1633
Iso_2_1266,Gene_1633
Iso_2_1267,Gene_1634
Iso_2_1268,Gene_1634
Iso_2_1269,Gene_1635
Iso_2_1270,Gene_1635
Iso_2_1271,Gene_1636
Iso_2_1272,Gene_1636
Iso_2_1273,Gene_1637
Iso_2_1274,Gene_1637
Iso_2_1275,Gene_1638
Iso_2_1276,Gene_1638
Iso_2_1277,Gene_1639
Iso_2_1278,Gene_1639
Iso_2_1279,Gene_1640
Iso_2_1280,Gene_1640
Iso_2_1281,Gene_1641
Iso_2_1282,Gene_1641
Iso_2_1283,Gene_1642
Iso_2_1284,Gene_1642
Iso_2_1285,Gene_1643
Iso_2_1286,Gene_1643
Iso_2_1287,Gene_1644
Iso_2_1288,Gene_1644
Iso_2_1289,Gene_1645
Iso_2_1290,Gene_1645
Iso_2_1291,Gene_1646
Iso_2_1292,Gene_1646
Iso_2_1293,Gene_1647
Iso_2_1294,Gene_1647
Iso_2_1295,Gene_1648
Iso_2_1296,Gene_1648
Iso_2_1297,Gene_1649
Iso_2_1298,Gene_1649
Iso_2_1299,Gene_1650
Iso_2_1300,Gene_1650
Iso_2_1301,Gene_1651
Iso_2_1302,Gene_1651
Iso_2_1303,Gene_1652
Iso_2_1304,Gene_1652
Iso_2_1305,Gene_1653
Iso_2_1306,Gene_1653
Iso_2_1307,Gene_1654
Iso_2_1308,Gene_1654
Iso_2_1309,Gene_1655
Iso_2_1310,Gene_1655
Iso_2_1311,Gene_1656
Iso_2_1312,Gene_1656
Iso_2_1313,Gene_1657
Iso_2_1314,Gene_1657
Iso_2_1315,Gene_1658
Iso_2_1316,Gene_1658
Iso_2_1317,Gene_1659
Iso_2_1318,Gene_1659
Iso_2_1319,Gene_1660
Iso_2_1320,Gene_1660
Iso_2_1321,Gene_1661
Iso_2_1322,Gene_1661
Iso_2_1323,Gene_1662
Iso_2_1324,Gene_1662
Iso_2_1325,Gene_1663
Iso_2_1326,Gene_1663
Iso_2_1327,Gene_1664
Iso_2_1328,Gene_1664
Iso_2_1329,Gene_1665
Iso_2_1330,Gene_1665
Iso_2_1331,Gene_1666
Iso_2_1332,Gene_1666
Iso_2_1333,Gene_1667
Iso_2_1334,Gene_1667
Iso_2_1335,Gene_1668
Iso_2_1336,Gene_1668
Iso_2_1337,Gene_1669
Iso_2_1338,Gene_1669
Iso_2_1339,Gene_1670
Iso_2_1340,Gene_1670
Iso_2_1341,Gene_1671
Iso_2_1342,Gene_1671
Iso_2_1343,Gene_1672
Iso_2_1344,Gene_1672
Iso_2_1345,Gene_1673
Iso_2_1346,Gene_1673
Iso_2_1347,Gene_1674
Iso_2_1348,Gene_1674
Iso_2_1349,Gene_1675
Iso_2_1350,Gene_1675
Iso_2_1351,Gene_1676
Iso_2_1352,Gene_1676
Iso_2_1353,Gene_1677
Iso_2_1354,Gene_1677
Iso_2_1355,Gene_1678
Iso_2_1356,Gene_1678
Iso_2_1357,Gene_1679
Iso_2_1358,Gene_1679
Iso_2_1359,Gene_1680
Iso_2_1360,Gene_1680
Iso_2_1361,Gene_1681
Iso_2_1362,Gene_1681
Iso_2_1363,Gene_1682
Iso_2_1364,Gene_1682
Iso_2_1365,Gene_1683
Iso_2_1366,Gene_1683
Iso_2_1367,Gene_1684
Iso_2_1368,Gene_1684
Iso_2_1369,Gene_1685
Iso_2_1370,Gene_1685
Iso_2_1371,Gene_1686
Iso_2_1372,Gene_1686
Iso_2_1373,Gene_1687
Iso_2_1374,Gene_1687
Iso_2_1375,Gene_1688
Iso_2_1376,Gene_1688
Iso_2_1377,Gene_1689
Iso_2_1378,Gene_1689
Iso_2_1379,Gene_1690
Iso_2_1380,Gene_1690
Iso_2_1381,Gene_1691
Iso_2_1382,Gene_1691
Iso_2_1383,Gene_1692
Iso_2_1384,Gene_1692
Iso_2_1385,Gene_1693
Iso_2_1386,Gene_1693
Iso_2_1387,Gene_1694
Iso_2_1388,Gene_1694
Iso_2_1389,Gene_1695
Iso_2_1390,Gene_1695
Iso_2_1391,Gene_1696
Iso_2_1392,Gene_1696
Iso_2_1393,Gene_1697
Iso_2_1394,Gene_1697
Iso_2_1395,Gene_1698
Iso_2_1396,Gene_1698
Iso_2_1397,Gene_1699
Iso_2_1398,Gene_1699
Iso_2_1399,Gene_1700
Iso_2_1400,Gene_1700
Iso_2_1401,Gene_1701
Iso_2_1402,Gene_1701
Iso_2_1403,Gene_1702
Iso_2_1404,Gene_1702
Iso_2_1405,Gene_1703
Iso_2_1406,Gene_1703
Iso_2_1407,Gene_1704
Iso_2_1408,Gene_1704
Iso_2_1409,Gene_1705
Iso_2_1410,Gene_1705
Iso_2_1411,Gene_1706
Iso_2_1412,Gene_1706
Iso_2_1413,Gene_1707
Iso_2_1414,Gene_1707
Iso_2_1415,Gene_1708
Iso_2_1416,Gene_1708
Iso_2_1417,Gene_1709
Iso_2_1418,Gene_1709
Iso_2_1419,Gene_1710
Iso_2_1420,Gene_1710
Iso_2_1421,Gene_1711
Iso_2_1422,Gene_1711
Iso_2_1423,Gene_1712
Iso_2_1424,Gene_1712
Iso_2_1425,Gene_1713
Iso_2_1426,Gene_1713
Iso_2_1427,Gene_1714
Iso_2_1428,Gene_1714
Iso_2_1429,Gene_1715
Iso_2_1430,Gene_1715
Iso_2_1431,Gene_1716
Iso_2_1432,Gene_1716
Iso_2_1433,Gene_1717
Iso_2_1434,Gene_1717
Iso_2_1435,Gene_1718
Iso_2_1436,Gene_1718
Iso_2_1437,Gene_1719
Iso_2_1438,Gene_1719
Iso_2_1439,Gene_1720
Iso_2_1440,Gene_1720
Iso_2_1441,Gene_1721
Iso_2_1442,Gene_1721
Iso_2_1443,Gene_1722
Iso_2_1444,Gene_1722
Iso_2_1445,Gene_1723
Iso_2_1446,Gene_1723
Iso_2_1447,Gene_1724
Iso_2_1448,Gene_1724
Iso_2_1449,Gene_1725
Iso_2_1450,Gene_1725
Iso_2_1451,Gene_1726
Iso_2_1452,Gene_1726
Iso_2_1453,Gene_1727
Iso_2_1454,Gene_1727
Iso_2_1455,Gene_1728
Iso_2_1456,Gene_1728
Iso_2_1457,Gene_1729
Iso_2_1458,Gene_1729
Iso_2_1459,Gene_1730
Iso_2_1460,Gene_1730
Iso_2_1461,Gene_1731
Iso_2_1462,Gene_1731
Iso_2_1463,Gene_1732
Iso_2_1464,Gene_1732
Iso_2_1465,Gene_1733
Iso_2_1466,Gene_1733
Iso_2_1467,Gene_1734
Iso_2_1468,Gene_1734
Iso_2_1469,Gene_1735
Iso_2_1470,Gene_1735
Iso_2_1471,Gene_1736
Iso_2_1472,Gene_1736
Iso_2_1473,Gene_1737
Iso_2_1474,Gene_1737
Iso_2_1475,Gene_1738
Iso_2_1476,Gene_1738
Iso_2_1477,Gene_1739
Iso_2_1478,Gene_1739
Iso_2_1479,Gene_1740
Iso_2_1480,Gene_1740
Iso_2_1481,Gene_1741
Iso_2_1482,Gene_1741
Iso_2_1483,Gene_1742
Iso_2_1484,Gene_1742
Iso_2_1485,Gene_1743
Iso_2_1486,Gene_1743
Iso_2_1487,Gene_1744
Iso_2_1488,Gene_1744
Iso_2_1489,Gene_1745
Iso_2_1490,Gene_1745
Iso_2_1491,Gene_1746
Iso_2_1492,Gene_1746
Iso_2_1493,Gene_1747
Iso_2_1494,Gene_1747
Iso_2_1495,Gene_1748
Iso_2_1496,Gene_1748
Iso_2_1497,Gene_1749
Iso_2_1498,Gene_1749
Iso_2_1499,Gene_1750
Iso_2_1500,Gene_1750
Iso_2_1501,Gene_1751
Iso_2_1502,Gene_1751
Iso_2_1503,Gene_1752
Iso_2_1504,Gene_1752
Iso_2_1505,Gene_1753
Iso_2_1506,Gene_1753
Iso_2_1507,Gene_1754
Iso_2_1508,Gene_1754
Iso_2_1509,Gene_1755
Iso_2_1510,Gene_1755
Iso_2_1511,Gene_1756
Iso_2_1512,Gene_1756
Iso_2_1513,Gene_1757
Iso_2_1514,Gene_1757
Iso_2_1515,Gene_1758
Iso_2_1516,Gene_1758
Iso_2_1517,Gene_1759
Iso_2_1518,Gene_1759
Iso_2_1519,Gene_1760
Iso_2_1520,Gene_1760
Iso_2_1521,Gene_1761
Iso_2_1522,Gene_1761
Iso_2_1523,Gene_1762
Iso_2_1524,Gene_1762
Iso_2_1525,Gene_1763
Iso_2_1526,Gene_1763
Iso_2_1527,Gene_1764
Iso_2_1528,Gene_1764
Iso_2_1529,Gene_1765
Iso_2_1530,Gene_1765
Iso_2_1531,Gene_1766
Iso_2_1532,Gene_1766
Iso_2_1533,Gene_1767
Iso_2_1534,Gene_1767
Iso_2_1535,Gene_1768
Iso_2_1536,Gene_1768
Iso_2_1537,Gene_1769
Iso_2_1538,Gene_1769
Iso_2_1539,Gene_1770
Iso_2_1540,Gene_1770
Iso_2_1541,Gene_1771
Iso_2_1542,Gene_1771
Iso_2_1543,Gene_1772
Iso_2_1544,Gene_1772
Iso_2_1545,Gene_1773
Iso_2_1546,Gene_1773
Iso_2_1547,Gene_1774
Iso_2_1548,Gene_1774
Iso_2_1549,Gene_1775
Iso_2_1550,Gene_1775
Iso_2_1551,Gene_1776
Iso_2_1552,Gene_1776
Iso_2_1553,Gene_1777
Iso_2_1554,Gene_1777
Iso_2_1555,Gene_1778
Iso_2_1556,Gene_1778
Iso_2_1557,Gene_1779
Iso_2_1558,Gene_1779
Iso_2_1559,Gene_1780
Iso_2_1560,Gene_1780
Iso_2_1561,Gene_1781
Iso_2_1562,Gene_1781
Iso_2_1563,Gene_1782
Iso_2_1564,Gene_1782
Iso_2_1565,Gene_1783
Iso_2_1566,Gene_1783
Iso_2_1567,Gene_1784
Iso_2_1568,Gene_1784
Iso_2_1569,Gene_1785
Iso_2_1570,Gene_1785
Iso_2_1571,Gene_1786
Iso_2_1572,Gene_1786
Iso_2_1573,Gene_1787
Iso_2_1574,Gene_1787
Iso_2_1575,Gene_1788
Iso_2_1576,Gene_1788
Iso_2_1577,Gene_1789
Iso_2_1578,Gene_1789
Iso_2_1579,Gene_1790
Iso_2_1580,Gene_1790
Iso_2_1581,Gene_1791
Iso_2_1582,Gene_1791
Iso_2_1583,Gene_1792
Iso_2_1584,Gene_1792
Iso_2_1585,Gene_1793
Iso_2_1586,Gene_1793
Iso_2_1587,Gene_1794
Iso_2_1588,Gene_1794
Iso_2_1589,Gene_1795
Iso_2_1590,Gene_1795
Iso_2_1591,Gene_1796
Iso_2_1592,Gene_1796
Iso_2_1593,Gene_1797
Iso_2_1594,Gene_1797
Iso_2_1595,Gene_1798
Iso_2_1596,Gene_1798
Iso_2_1597,Gene_1799
Iso_2_1598,Gene_1799
Iso_2_1599,Gene_1800
Iso_2_1600,Gene_1800
Iso_2_1601,Gene_1801
Iso_2_1602,Gene_1801
Iso_2_1603,Gene_1802
Iso_2_1604,Gene_1802
Iso_2_1605,Gene_1803
Iso_2_1606,Gene_1803
Iso_2_1607,Gene_1804
Iso_2_1608,Gene_1804
Iso_2_1609,Gene_1805
Iso_2_1610,Gene_1805
Iso_2_1611,Gene_1806
Iso_2_1612,Gene_1806
Iso_2_1613,Gene_1807
Iso_2_1614,Gene_1807
Iso_2_1615,Gene_1808
Iso_2_1616,Gene_1808
Iso_2_1617,Gene_1809
Iso_2_1618,Gene_1809
Iso_2_1619,Gene_1810
Iso_2_1620,Gene_1810
Iso_2_1621,Gene_1811
Iso_2_1622,Gene_1811
Iso_2_1623,Gene_1812
Iso_2_1624,Gene_1812
Iso_2_1625,Gene_1813
Iso_2_1626,Gene_1813
Iso_2_1627,Gene_1814
Iso_2_1628,Gene_1814
Iso_2_1629,Gene_1815
Iso_2_1630,Gene_1815
Iso_2_1631,Gene_1816
Iso_2_1632,Gene_1816
Iso_2_1633,Gene_1817
Iso_2_1634,Gene_1817
Iso_2_1635,Gene_1818
Iso_2_1636,Gene_1818
Iso_2_1637,Gene_1819
Iso_2_1638,Gene_1819
Iso_2_1639,Gene_1820
Iso_2_1640,Gene_1820
Iso_2_1641,Gene_1821
Iso_2_1642,Gene_1821
Iso_2_1643,Gene_1822
Iso_2_1644,Gene_1822
Iso_2_1645,Gene_1823
Iso_2_1646,Gene_1823
Iso_2_1647,Gene_1824
Iso_2_1648,Gene_1824
Iso_2_1649,Gene_1825
Iso_2_1650,Gene_1825
Iso_2_1651,Gene_1826
Iso_2_1652,Gene_1826
Iso_2_1653,Gene_1827
Iso_2_1654,Gene_1827
Iso_2_1655,Gene_1828
Iso_2_1656,Gene_1828
Iso_2_1657,Gene_1829
Iso_2_1658,Gene_1829
Iso_2_1659,Gene_1830
Iso_2_1660,Gene_1830
Iso_2_1661,Gene_1831
Iso_2_1662,Gene_1831
Iso_2_1663,Gene_1832
Iso_2_1664,Gene_1832
Iso_2_1665,Gene_1833
Iso_2_1666,Gene_1833
Iso_2_1667,Gene_1834
Iso_2_1668,Gene_1834
Iso_2_1669,Gene_1835
Iso_2_1670,Gene_1835
Iso_2_1671,Gene_1836
Iso_2_1672,Gene_1836
Iso_2_1673,Gene_1837
Iso_2_1674,Gene_1837
Iso_2_1675,Gene_1838
Iso_2_1676,Gene_1838
Iso_2_1677,Gene_1839
Iso_2_1678,Gene_1839
Iso_2_1679,Gene_1840
Iso_2_1680,Gene_1840
Iso_2_1681,Gene_1841
Iso_2_1682,Gene_1841
Iso_2_1683,Gene_1842
Iso_2_1684,Gene_1842
Iso_2_1685,Gene_1843
Iso_2_1686,Gene_1843
Iso_2_1687,Gene_1844
Iso_2_1688,Gene_1844
Iso_2_1689,Gene_1845
Iso_2_1690,Gene_1845
Iso_2_1691,Gene_1846
Iso_2_1692,Gene_1846
Iso_2_1693,Gene_1847
Iso_2_1694,Gene_1847
Iso_2_1695,Gene_1848
Iso_2_1696,Gene_1848
Iso_2_1697,Gene_1849
Iso_2_1698,Gene_1849
Iso_2_1699,Gene_1850
Iso_2_1700,Gene_1850
Iso_2_1701,Gene_1851
Iso_2_1702,Gene_1851
Iso_2_1703,Gene_1852
Iso_2_1704,Gene_1852
Iso_2_1705,Gene_1853
Iso_2_1706,Gene_1853
Iso_2_1707,Gene_1854
Iso_2_1708,Gene_1854
Iso_2_1709,Gene_1855
Iso_2_1710,Gene_1855
Iso_2_1711,Gene_1856
Iso_2_1712,Gene_1856
Iso_2_1713,Gene_1857
Iso_2_1714,Gene_1857
Iso_2_1715,Gene_1858
Iso_2_1716,Gene_1858
Iso_2_1717,Gene_1859
Iso_2_1718,Gene_1859
Iso_2_1719,Gene_1860
Iso_2_1720,Gene_1860
Iso_2_1721,Gene_1861
Iso_2_1722,Gene_1861
Iso_2_1723,Gene_1862
Iso_2_1724,Gene_1862
Iso_2_1725,Gene_1863
Iso_2_1726,Gene_1863
Iso_2_1727,Gene_1864
Iso_2_1728,Gene_1864
Iso_2_1729,Gene_1865
Iso_2_1730,Gene_1865
Iso_2_1731,Gene_1866
Iso_2_1732,Gene_1866
Iso_2_1733,Gene_1867
Iso_2_1734,Gene_1867
Iso_2_1735,Gene_1868
Iso_2_1736,Gene_1868
Iso_2_1737,Gene_1869
Iso_2_1738,Gene_1869
Iso_2_1739,Gene_1870
Iso_2_1740,Gene_1870
Iso_2_1741,Gene_1871
Iso_2_1742,Gene_1871
Iso_2_1743,Gene_1872
Iso_2_1744,Gene_1872
Iso_2_1745,Gene_1873
Iso_2_1746,Gene_1873
Iso_2_1747,Gene_1874
Iso_2_1748,Gene_1874
Iso_2_1749,Gene_1875
Iso_2_1750,Gene_1875
Iso_2_1751,Gene_1876
Iso_2_1752,Gene_1876
Iso_2_1753,Gene_1877
Iso_2_1754,Gene_1877
Iso_2_1755,Gene_1878
Iso_2_1756,Gene_1878
Iso_2_1757,Gene_1879
Iso_2_1758,Gene_1879
Iso_2_1759,Gene_1880
Iso_2_1760,Gene_1880
Iso_2_1761,Gene_1881
Iso_2_1762,Gene_1881
Iso_2_1763,Gene_1882
Iso_2_1764,Gene_1882
Iso_2_1765,Gene_1883
Iso_2_1766,Gene_1883
Iso_2_1767,Gene_1884
Iso_2_1768,Gene_1884
Iso_2_1769,Gene_1885
Iso_2_1770,Gene_1885
Iso_2_1771,Gene_1886
Iso_2_1772,Gene_1886
Iso_2_1773,Gene_1887
Iso_2_1774,Gene_1887
Iso_2_1775,Gene_1888
Iso_2_1776,Gene_1888
Iso_2_1777,Gene_1889
Iso_2_1778,Gene_1889
Iso_2_1779,Gene_1890
Iso_2_1780,Gene_1890
Iso_2_1781,Gene_1891
Iso_2_1782,Gene_1891
Iso_2_1783,Gene_1892
Iso_2_1784,Gene_1892
Iso_2_1785,Gene_1893
Iso_2_1786,Gene_1893
Iso_2_1787,Gene_1894
Iso_2_1788,Gene_1894
Iso_2_1789,Gene_1895
Iso_2_1790,Gene_1895
Iso_2_1791,Gene_1896
Iso_2_1792,Gene_1896
Iso_2_1793,Gene_1897
Iso_2_1794,Gene_1897
Iso_2_1795,Gene_1898
Iso_2_1796,Gene_1898
Iso_2_1797,Gene_1899
Iso_2_1798,Gene_1899
Iso_2_1799,Gene_1900
Iso_2_1800,Gene_1900
Iso_2_1801,Gene_1901
Iso_2_1802,Gene_1901
Iso_2_1803,Gene_1902
Iso_2_1804,Gene_1902
Iso_2_1805,Gene_1903
Iso_2_1806,Gene_1903
Iso_2_1807,Gene_1904
Iso_2_1808,Gene_1904
Iso_2_1809,Gene_1905
